f,new_date,reading,hours_skipped,reading_diff,jump
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T03:00:00Z,409,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T07:00:00Z,410,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T11:00:00Z,411,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T15:00:00Z,412,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T19:00:00Z,413,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-25T23:00:00Z,414,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T03:00:00Z,415,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T07:00:00Z,416,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T11:00:00Z,417,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T15:00:00Z,418,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T19:00:00Z,419,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-26T23:00:00Z,420,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T03:00:00Z,421,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T07:00:00Z,422,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T11:00:00Z,423,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T15:00:00Z,424,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T19:00:00Z,425,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-27T23:00:00Z,426,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T03:00:00Z,427,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T07:00:00Z,428,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T11:00:00Z,429,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T15:00:00Z,430,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T19:00:00Z,431,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-28T23:00:00Z,432,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T03:00:00Z,433,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T07:00:00Z,434,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T11:00:00Z,435,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T15:00:00Z,436,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T19:00:00Z,437,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-29T23:00:00Z,438,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T03:00:00Z,439,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T07:00:00Z,440,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T11:00:00Z,441,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T15:00:00Z,442,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T19:00:00Z,443,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-06-30T23:00:00Z,444,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T03:00:00Z,445,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T07:00:00Z,446,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T11:00:00Z,447,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T15:00:00Z,448,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T19:00:00Z,449,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-01T23:00:00Z,450,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T03:00:00Z,451,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T07:00:00Z,452,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T11:00:00Z,453,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T15:00:00Z,454,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T19:00:00Z,455,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-02T23:00:00Z,456,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T03:00:00Z,457,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T07:00:00Z,458,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T11:00:00Z,459,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T15:00:00Z,460,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T19:00:00Z,461,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-03T23:00:00Z,462,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T03:00:00Z,463,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T07:00:00Z,464,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T11:00:00Z,465,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T15:00:00Z,466,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T19:00:00Z,467,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-04T23:00:00Z,468,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T03:00:00Z,469,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T07:00:00Z,470,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T11:00:00Z,471,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T15:00:00Z,472,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T19:00:00Z,473,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-05T23:00:00Z,474,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T03:00:00Z,475,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T07:00:00Z,476,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T11:00:00Z,477,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T15:00:00Z,478,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T19:00:00Z,479,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-06T23:00:00Z,480,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T03:00:00Z,481,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T07:00:00Z,482,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T11:00:00Z,483,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T15:00:00Z,484,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T19:00:00Z,485,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-07T23:00:00Z,486,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T03:00:00Z,487,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T07:00:00Z,488,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T11:00:00Z,489,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T15:00:00Z,490,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T19:00:00Z,491,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-08T23:00:00Z,492,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T03:00:00Z,493,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T07:00:00Z,494,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T11:00:00Z,495,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T15:00:00Z,496,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T19:00:00Z,497,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-09T23:00:00Z,498,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T03:00:00Z,499,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T07:00:00Z,500,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T11:00:00Z,501,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T15:00:00Z,502,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T19:00:00Z,503,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-10T23:00:00Z,504,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T03:00:00Z,505,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T07:00:00Z,506,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T11:00:00Z,507,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T15:00:00Z,508,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T19:00:00Z,509,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-11T23:00:00Z,510,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T03:00:00Z,511,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T07:00:00Z,512,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T11:00:00Z,513,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T15:00:00Z,514,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T19:00:00Z,515,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-12T23:00:00Z,516,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T03:00:00Z,517,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T07:00:00Z,518,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T11:00:00Z,519,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T15:00:00Z,520,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T19:00:00Z,521,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-13T23:00:00Z,522,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T03:00:00Z,523,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T07:00:00Z,524,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T11:00:00Z,525,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T15:00:00Z,526,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T19:00:00Z,527,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-14T23:00:00Z,528,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T03:00:00Z,529,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T07:00:00Z,530,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T11:00:00Z,531,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T15:00:00Z,532,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T19:00:00Z,533,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-15T23:00:00Z,534,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T03:00:00Z,535,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T07:00:00Z,536,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T11:00:00Z,537,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T15:00:00Z,538,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T19:00:00Z,539,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-16T23:00:00Z,540,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T03:00:00Z,541,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T07:00:00Z,542,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T11:00:00Z,543,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T15:00:00Z,544,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T19:00:00Z,545,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-17T23:00:00Z,546,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T03:00:00Z,547,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T07:00:00Z,548,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T11:00:00Z,549,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T15:00:00Z,550,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T19:00:00Z,551,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-18T23:00:00Z,552,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T03:00:00Z,553,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T07:00:00Z,554,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T11:00:00Z,555,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T15:00:00Z,556,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T19:00:00Z,557,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-19T23:00:00Z,558,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T03:00:00Z,559,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T07:00:00Z,560,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T11:00:00Z,561,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T15:00:00Z,562,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T19:00:00Z,563,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-20T23:00:00Z,564,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T03:00:00Z,565,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T07:00:00Z,566,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T11:00:00Z,567,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T15:00:00Z,568,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T19:00:00Z,569,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-21T23:00:00Z,570,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T03:00:00Z,571,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T07:00:00Z,572,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T11:00:00Z,573,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T15:00:00Z,574,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T19:00:00Z,575,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-22T23:00:00Z,576,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T03:00:00Z,577,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T07:00:00Z,578,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T11:00:00Z,579,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T15:00:00Z,580,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T19:00:00Z,581,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-23T23:00:00Z,582,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T03:00:00Z,583,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T07:00:00Z,584,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T11:00:00Z,585,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T15:00:00Z,586,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T19:00:00Z,587,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-24T23:00:00Z,588,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T03:00:00Z,589,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T07:00:00Z,590,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T11:00:00Z,591,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T15:00:00Z,592,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T19:00:00Z,593,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-25T23:00:00Z,594,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T03:00:00Z,595,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T07:00:00Z,596,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T11:00:00Z,597,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T15:00:00Z,598,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T19:00:00Z,599,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-26T23:00:00Z,600,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T03:00:00Z,601,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T07:00:00Z,602,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T11:00:00Z,603,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T15:00:00Z,604,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T19:00:00Z,605,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-27T23:00:00Z,606,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T03:00:00Z,607,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T07:00:00Z,608,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T11:00:00Z,609,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T15:00:00Z,610,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T19:00:00Z,611,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-28T23:00:00Z,612,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T03:00:00Z,613,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T07:00:00Z,614,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T11:00:00Z,615,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T15:00:00Z,616,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T19:00:00Z,617,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-29T23:00:00Z,618,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T03:00:00Z,619,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T07:00:00Z,620,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T11:00:00Z,621,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T15:00:00Z,622,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T19:00:00Z,623,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-30T23:00:00Z,624,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T03:00:00Z,625,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T07:00:00Z,626,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T11:00:00Z,627,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T15:00:00Z,628,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T19:00:00Z,629,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-07-31T23:00:00Z,630,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T03:00:00Z,631,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T07:00:00Z,632,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T11:00:00Z,633,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T15:00:00Z,634,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T19:00:00Z,635,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-01T23:00:00Z,636,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T03:00:00Z,637,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T07:00:00Z,638,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T11:00:00Z,639,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T15:00:00Z,640,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T19:00:00Z,641,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-02T23:00:00Z,642,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T03:00:00Z,643,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T07:00:00Z,644,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T11:00:00Z,645,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T15:00:00Z,646,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T19:00:00Z,647,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-03T23:00:00Z,648,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T03:00:00Z,649,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T07:00:00Z,650,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T11:00:00Z,651,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T15:00:00Z,652,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T19:00:00Z,653,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-04T23:00:00Z,654,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T03:00:00Z,655,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T07:00:00Z,656,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T11:00:00Z,657,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T15:00:00Z,658,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T19:00:00Z,659,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-05T23:00:00Z,660,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T03:00:00Z,661,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T07:00:00Z,662,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T11:00:00Z,663,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T15:00:00Z,664,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T19:00:00Z,665,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-06T23:00:00Z,666,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T03:00:00Z,667,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T07:00:00Z,668,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T11:00:00Z,669,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T15:00:00Z,670,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T19:00:00Z,671,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-07T23:00:00Z,672,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T03:00:00Z,673,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T07:00:00Z,674,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T11:00:00Z,675,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T15:00:00Z,676,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T19:00:00Z,677,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-08T23:00:00Z,678,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T03:00:00Z,679,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T07:00:00Z,680,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T11:00:00Z,681,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T15:00:00Z,682,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T19:00:00Z,683,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-09T23:00:00Z,684,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-10T03:00:00Z,685,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-10T07:00:00Z,686,2,1,1
data-raw/raw_soil_data/2014_2/15_reordered.txt,2014-08-10T11:00:00Z,687,2,1,1
